Class,Text
1,"I want to become christian? I was raised with absolutely no religion, and have a hard time accepting christianity.  I want to beleive it.  What can I do? Over the past couple of years, I made many friends from China - most of whom are raised with no religion. And they're all great and wonderful individuals who don't seem to lack anything. I have had at times to explain certain things about the Christian religion to them, which is the dominant religion in the western world, and its practice can raise questions to the uninitiated.\n\nIf you seek spirituality, you should not limit your self to exploring one religion. Why do you dismiss Buddhism, Taoism etc? You should read about everything, speak to ministers and allow your self to form an opinion.\n\nMy advice is, to not let anyone convert you into something by sweet talking you, or promising the kingdom of God. Learn, and let it be your choice. If I were in your shoes, I would try to get all the facts and then decide on my own.\n\nMeet religious people and ask them how they practice religion and what it means to them. Your safest choice not to be tricked into a cult etc would be to go for a well established and long standing dogma or denomination.\n\nIn Christianity, since that is your question, the major two denominations are Catholic and Orthodox, which both came after a separation of the church between west (Catholic) and east (Orthodox). You can learn more on different religions by following the links below.\n\nI know in China most Christians are unitarian, since in 1949 the Government forced denominations to form one single church or leave China.\n\nRemember learn before you act, and don't let anyone influence you. My opinion is that once you decide on something you should stick by it. Should you make the conscious choice to have Faith in a religion. So being absolutely certain is essential. Changing religions in the manner you'd change shirts is not ideal. Because then Faith - which is the most important element in every religion - never gets too strong to mean anything in your life.\n\nWhatever choice you make - good luck to you!"
7,
9,
7,
4,"does a baby breath water inside the mothers womb? what is the umbilical cord used for when a baby is inside the womb those other two are, in that the babies lungs are filled with embryonic fluid, but he isnt 'breathing' as we would thing of it. everything that the baby needs to live while in the mothers womb, is receieved through the umbilical cord, including oxygen."
4,"Is Yahoo or Google a better resource for research? What is another good resource for academic research? Thanks. My answer is google for the following reasons:\n\nPros of Google:\n\nAs a seach engine, google has the best relevance and presents the results in a way that I find easy to decide what pages are best for me. Its the best in terms of researching information.\n\nFor makin money, a #1 on google is worth many times more than a #1 on yahoo. Yahoo! blocks the top of the SERPs with sponsored ads.\n\nGoogle also has a neat interface. Yahoo is not bad too, but its interface is not that neat. The reason for that being it to be a portal. I think a nice interface is very important since people will come back more often if so.\n\nThe relevance of search results make its 'Feeling Lucky' feature pretty useful. Firefox address bar by defaults goes to 1 site listed on your search results.\n\nGoogle has tried to stay away from Spam/ misleading sites better than other search engines.\n\nCons of Google:\n\nHowever, few problems with google, its web crawler dosen't capture hyperlinks from PDF files stored on net, a feature which Yahoo provides.\n\nAlso, Google at present does not provide an index for video aggregation through the web crawler, a feature which Altavista provided since 1999. The problems include accuracy of the media file. That is the reason for providing Google Videos where users have to submit videos.\n\nDue to a larger share of 'searching' community, Google has been targeted by bloggers by planting Google Bombs. Because most bloggers mention the word failure with President Bush's name, the #1 site on searching Failure is the website of President Bush.\n\nYahoo is doing pretty good research in Search Technologies, for example Grokker.\nhttp://www.grokker.com/grokker.html?query=Anirudh%20Koul&Yahoo=true&Daypop=true&numResults=250"
3,
4,"Traffic Question: Can you change lanes across a double yellow line? Can you change lanes across a double parallel yellow line? I know that you cannot cross through 2 sets of double yellow lines where each set is separated by about a width of a car, but if there is just 1 set of double parallel lines closely spaced, can you? Yes, you can cross a double yellow, but only to make a turn into an actual street."
7,
2,"If I go 10 miles north, 4 miles east, 6 miles south, and then 7 miles west...? ...how far and in what direction will I be from my starting point? That's the trouble with answers that give no explanation. Who can you believe?\n\nSince we go in each direction once, the ORDER of the moves doesn't matter. \n\nDraw a grid. Start at 0,0\n10 North means 0,10 You are due north 10 miles. Then we come back south 6 miles, so we're 4 miles north of where we started. \n4 miles east and then 7 west means we're 3 miles west of the starting point. \n\nDraw a right triangle 4 miles up and then 3 miles to the left of the starting point. We want the hypotenuse of the triangle whose sides are 3 and 4. \nTime for Pythagoras: a^2 + b^2 = c^2 \n3^2 + 4^2 = c^2 \n9 + 16 = 25 Take the square root of that for your final distance. Direction: NW"
5,
8,
7,
7,"What is the main strip in Cancun? The best street with hotels, nigthclubs, resturants, basically the middle of the action. Boulevard Kukulkan"
4,
5,"How do I get rid of the ""It's now safe to turn off your computer"" in WINDOWS XP? I installed a new hard drive with WIN XP and to my surprise, my PC is not shutting down completely by itself anymore.\nInstead I get the annoying message at the end.\nHow can I change that, so the PC shuts off completely? Right Click on ""My Computer"" and click ""Manage"" and go to the ""Device Manager""\nthen from the menus choose ""View--->Show Hidden Devices""\n\nu should notice a disable device called API something or something like that\n\nRight Click and ""Enable"" it\n\nClose the window and u should be ok"
